,Unnamed: 0,Facility.Name,APR.Severity.of.Illness.Code,mean_cost_dif,mean_charge_dif,Facility.Id,address,latitude,longitude
676,677,Bronx-Lebanon Hospital Center - Concourse Division,0,0.253390495888455,-0.526461979226888,1178,1276 Fulton Avenue,40.843609,-73.911545
677,678,The University of Vermont Health Network - Elizabethtown Community Hospital,1,0.25383081979368,-0.470239682472192,303,Park Street,44.215466,-73.596558
678,679,New York Presbyterian Hospital - Westchester Division,4,0.256116986157151,0.663143376931798,1047,622 West 168th Street,41.029835,-73.758293
679,680,Adirondack Medical Center-Saranac Lake Site,3,0.258023758275045,-0.390691436913032,324,Lake Colby Drive,44.343929,-74.144363
680,681,Long Island Jewish Forest Hills,2,0.261537857076879,0.496510253114705,1638,270-05 76 Avenue,40.728745,-73.851036
681,682,Long Island Jewish Forest Hills,0,0.263633265043369,0.491637676735718,1638,270-05 76 Avenue,40.728745,-73.851036
682,683,Northern Westchester Hospital,2,0.266260377935063,-0.12621820053735,1117,400 East Main St,41.196774,-73.72451
683,684,Montefiore Medical Center - Henry & Lucy Moses Div,4,0.266506689052841,0.729747337305725,1169,111 East 210th Street,40.879951,-73.880562
684,685,Long Island Jewish Forest Hills,3,0.26720201464386,0.461652286450922,1638,270-05 76 Avenue,40.728745,-73.851036
685,686,Mount Sinai West,2,0.2752789894937,0.321959227777719,1466,Amsterdam Avenue At 114th Street,40.770092,-73.987785
686,687,Phelps Memorial Hospital Assn,1,0.278599968599958,0.289407486972971,1129,701 N Broadway,41.107639,-73.859665
687,688,Mount Sinai West,1,0.282974401369439,0.340188378860456,1466,Amsterdam Avenue At 114th Street,40.770092,-73.987785
688,689,Queens Hospital Center,4,0.283834879970694,-0.0608062457153822,1633,125 Worth Street,40.71722,-73.803581
689,690,Nassau University Medical Center,2,0.285206748292089,0.0875962507542992,528,240 Old Country Road,40.725353,-73.554321
690,691,Bellevue Hospital Center,2,0.289759575103923,-0.104085378432985,1438,125 Worth Street,40.739605,-73.976509
691,692,New York-Presbyterian/Lower Manhattan Hospital,3,0.293417447200124,0.49604145131921,1437,622 West 168th Street,40.710426,-74.005486
692,693,Mount Sinai Hospital,3,0.293708215712933,0.227046772774136,1456,One Gustave L Levy Place,40.790482,-73.953766
693,694,Bronx-Lebanon Hospital Center - Concourse Division,3,0.295070603665586,-0.572007495570321,1178,1276 Fulton Avenue,40.843609,-73.911545
694,695,Moses-Ludington Hospital,2,0.295843011270319,-0.689279596565585,309,Park Street,43.849476,-73.435593
695,696,Mount Sinai Hospital,1,0.296937524323057,0.148889656744318,1456,One Gustave L Levy Place,40.790482,-73.953766
696,697,North Central Bronx Hospital,1,0.307465660557634,-0.107984645205013,1186,125 Worth Street,40.880512,-73.881538
697,698,Mount Sinai St. Luke's,2,0.311715674129276,0.409349190857493,1469,Amsterdam Avenue At 114th Street,40.805912,-73.961639
698,699,Adirondack Medical Center-Saranac Lake Site,1,0.31450194376781,-0.365727596288634,324,Lake Colby Drive,44.343929,-74.144363
699,700,Peconic Bay Medical Center,4,0.315775721881496,0.102473170940539,938,1 Heroes Way,40.9348,-72.6753
700,701,New York-Presbyterian/Lower Manhattan Hospital,2,0.319157302091877,0.563294507143845,1437,622 West 168th Street,40.710426,-74.005486
701,702,Bon Secours Community Hospital,3,0.323161411227192,0.368983419222552,708,160 East Main Street,41.367916,-74.682487
702,703,Calvary Hospital Inc,1,0.324452955238988,-0.090699881836509,1175,1740-70 Eastchester Road,40.847294,-73.844658
703,704,Metropolitan Hospital Center,3,0.327788066701903,-0.183444486404193,1454,125 Worth Street,40.784775,-73.94368
704,705,Adirondack Medical Center-Saranac Lake Site,2,0.333756069553667,-0.352482682288864,324,Lake Colby Drive,44.343929,-74.144363
705,706,Mount Sinai St. Luke's,1,0.338345929533264,0.424323679027764,1469,Amsterdam Avenue At 114th Street,40.805912,-73.961639
706,707,Cohen Children's Medical Center,3,0.338853755014785,0.619372342765453,3376,NA,NA,NA
707,708,Montefiore Medical Center-Wakefield Hospital,3,0.343710143548292,0.940945831269913,1168,111 East 210th Street,40.894569,-73.86142
708,709,Queens Hospital Center,2,0.34527760528746,-0.0233482664693326,1633,125 Worth Street,40.71722,-73.803581
709,710,Hospital for Special Surgery,2,0.346900821974323,0.242506375383499,1447,535 East 70th St,40.765381,-73.954185
710,711,Metropolitan Hospital Center,4,0.348326776766,-0.166876569808093,1454,125 Worth Street,40.784775,-73.94368
711,712,Jacobi Medical Center,1,0.348728354075427,-0.163800526215828,1165,125 Worth Street,40.857388,-73.846741
712,713,New York Presbyterian Hospital - Allen Hospital,2,0.356708199948994,0.74061853168014,3975,622 West 168th Street,40.872475,-73.912773
713,714,St. Mary's Healthcare - Amsterdam Memorial Campus,3,0.359026716512293,-0.117436206777805,482,427 Guy Park Ave,42.961201,-74.186272
714,715,University Hospital SUNY Health Science Center,4,0.359066380145135,0.229550825802339,635,178-50 Linden Blvd,43.042622,-76.138809
715,716,New York Presbyterian Hospital - Allen Hospital,1,0.368625638197466,0.746993513126738,3975,622 West 168th Street,40.872475,-73.912773
716,717,Hospital for Special Surgery,1,0.369658090665851,0.268417223574448,1447,535 East 70th St,40.765381,-73.954185
717,718,Mount Sinai Hospital,2,0.371960996552384,0.262619496889664,1456,One Gustave L Levy Place,40.790482,-73.953766
718,719,Elmhurst Hospital Center,2,0.373116830565325,0.0053744638318548,1626,125 Worth Street,40.74432,-73.885719
719,720,Northern Westchester Hospital,1,0.373252427129974,-0.137603926759718,1117,400 East Main St,41.196774,-73.72451
720,721,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,3,0.373981303957744,-0.554617101119793,39,191 North Main Street,42.122921,-77.949974
721,722,Long Island Jewish Valley Stream,2,0.377044708047402,0.706727990311742,518,270-05 76 Avenue,40.681789,-73.685814
722,723,Coney Island Hospital,4,0.377768042044802,-0.0021942043977466,1294,125 Worth Street,40.58662,-73.965797
723,724,Woodhull Medical & Mental Health Center,1,0.380716312247195,-0.179828518191138,1692,125 Worth Street,40.700535,-73.941711
724,725,New York Presbyterian Hospital - Allen Hospital,3,0.38084399940393,0.708646736830186,3975,622 West 168th Street,40.872475,-73.912773
725,726,Metropolitan Hospital Center,2,0.383909312812039,-0.14445819099672,1454,125 Worth Street,40.784775,-73.94368
726,727,New York Presbyterian Hospital - Westchester Division,2,0.384075992291936,1.09587651317812,1047,622 West 168th Street,41.029835,-73.758293
727,728,Bon Secours Community Hospital,4,0.384618040519615,0.222847801566319,708,160 East Main Street,41.367916,-74.682487
728,729,Long Island Jewish Valley Stream,1,0.385355553211057,0.684838486800112,518,270-05 76 Avenue,40.681789,-73.685814
729,730,NYU Langone Hospital-Brooklyn,3,0.387518961193131,0.611293504717352,1304,550 First Avenue,40.646591,-74.020439
730,731,Coney Island Hospital,1,0.389089862953405,0.0030360354227546,1294,125 Worth Street,40.58662,-73.965797
731,732,Nassau University Medical Center,3,0.389886288246018,0.176427237896693,528,240 Old Country Road,40.725353,-73.554321
732,733,NYU Langone Hospital-Brooklyn,4,0.39271556642387,0.530864402450111,1304,550 First Avenue,40.646591,-74.020439
733,734,Montefiore Mount Vernon Hospital,4,0.394077468803112,0.0758330765267571,1061,12 North 7th Avenue,40.912476,-73.840004
734,735,Oswego Hospital - Alvin L Krakau Comm Mtl Health Center Div,0,0.399026450837683,-0.123762622253733,12,110 West Sixth Street,43.459419,-76.506788
735,736,New York Presbyterian Hospital - Columbia Presbyterian Center,1,0.400413108167828,0.645137430609977,1464,622 West 168th Street,40.841415,-73.940704
736,737,HealthAlliance Hospital Mary's Avenue Campus,3,0.407358723238173,0.204694961874777,989,105 Mary's Avenue,41.922276,-73.999237
737,738,Elmhurst Hospital Center,1,0.409110594550633,0.0289046691237566,1626,125 Worth Street,40.74432,-73.885719
738,739,NYU Langone Hospitals,0,0.416173185942318,-0.16509682952954,1463,550 First Avenue,40.742874,-73.974159
739,740,New York-Presbyterian/Lower Manhattan Hospital,4,0.419261292008351,0.454239827750754,1437,622 West 168th Street,40.710426,-74.005486
740,741,Calvary Hospital Inc,4,0.422584726841447,-0.0127539450962589,1175,1740-70 Eastchester Road,40.847294,-73.844658
741,742,Long Island Jewish Valley Stream,3,0.425482891367518,0.626918286494747,518,270-05 76 Avenue,40.681789,-73.685814
742,743,Queens Hospital Center,1,0.426354723771167,0.0329045674801457,1633,125 Worth Street,40.71722,-73.803581
743,744,Queens Hospital Center,3,0.431245729858634,0.0378153897647848,1633,125 Worth Street,40.71722,-73.803581
744,745,Brooklyn Hospital Center - Downtown Campus,1,0.433121818463173,0.326602550438296,1288,121 Dekalb Ave,40.689842,-73.977455
745,746,Bellevue Hospital Center,3,0.437604474134248,-0.0128354866128101,1438,125 Worth Street,40.739605,-73.976509
746,747,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,2,0.438051660285452,-0.53336953792054,39,191 North Main Street,42.122921,-77.949974
747,748,Sunnyview Hospital and Rehabilitation Center,2,0.440141489211693,0.0639198947182653,831,1270 Belmont Avenue,42.82206,-73.913651
748,749,Brooklyn Hospital Center - Downtown Campus,3,0.445493095396183,0.389650344625191,1288,121 Dekalb Ave,40.689842,-73.977455
749,750,St Anthony Community Hospital,4,0.466615154016931,0.326059144459348,704,15-19 Maple Avenue,41.260586,-74.357185
750,751,Catskill Regional Medical Center - G. Hermann Site,1,0.468984732680131,-0.116383565645028,968,Route 97,41.74115,-75.046593
751,752,Cohen Children's Medical Center,4,0.475817100542413,0.842880149377303,3376,NA,NA,NA
752,753,New York Presbyterian Hospital - Allen Hospital,4,0.482392665109443,0.534991045593563,3975,622 West 168th Street,40.872475,-73.912773
753,754,New York Presbyterian Hospital - New York Weill Cornell Center,1,0.484764259213658,0.579876014221046,1458,622 West 168th Street,40.76408,-73.954926
754,755,North Central Bronx Hospital,2,0.487010026570807,0.0157976008515229,1186,125 Worth Street,40.880512,-73.881538
755,756,New York Presbyterian Hospital - Westchester Division,1,0.487700901910098,1.22993690355778,1047,622 West 168th Street,41.029835,-73.758293
756,757,Brooklyn Hospital Center - Downtown Campus,2,0.491132960514602,0.431884289173242,1288,121 Dekalb Ave,40.689842,-73.977455
757,758,Long Island Jewish Valley Stream,4,0.491993484825879,0.460176646214747,518,270-05 76 Avenue,40.681789,-73.685814
758,759,Crouse Hospital - Commonwealth Division,1,0.496573591359948,-0.145727620565719,9059,736 Irving Avenue,43.099155,-76.098633
759,760,Woodhull Medical & Mental Health Center,4,0.497656624923694,-0.105079780487839,1692,125 Worth Street,40.700535,-73.941711
760,761,Bon Secours Community Hospital,2,0.498563270077401,0.596213595202318,708,160 East Main Street,41.367916,-74.682487
761,762,Elmhurst Hospital Center,4,0.500414511528612,0.0931613740476055,1626,125 Worth Street,40.74432,-73.885719
762,763,Bronx-Lebanon Hospital Center - Concourse Division,2,0.503140469690252,-0.500885501817058,1178,1276 Fulton Avenue,40.843609,-73.911545
763,764,Montefiore New Rochelle Hospital,3,0.506689345638775,-0.0182370777613015,1072,16 Guion Place,40.913021,-73.787086
764,765,Coney Island Hospital,3,0.51795922191745,0.0941128501165707,1294,125 Worth Street,40.58662,-73.965797
765,766,Montefiore New Rochelle Hospital,4,0.518518933699545,0.0539156785683945,1072,16 Guion Place,40.913021,-73.787086
766,767,New York Presbyterian Hospital - Columbia Presbyterian Center,2,0.524028815750065,0.76386439784885,1464,622 West 168th Street,40.841415,-73.940704
767,768,North Central Bronx Hospital,4,0.525026138325853,0.0585048822312703,1186,125 Worth Street,40.880512,-73.881538
768,769,Jacobi Medical Center,4,0.536742623731108,-0.0595172045169254,1165,125 Worth Street,40.857388,-73.846741
769,770,Margaretville Hospital,1,0.53717896427622,-0.418108880171465,170,Route 28,42.147694,-74.643089
770,771,Coney Island Hospital,2,0.541837477050455,0.115982875745054,1294,125 Worth Street,40.58662,-73.965797
771,772,Kings County Hospital Center,1,0.543434716844179,-0.0038884473664794,1301,125 Worth Street,40.655823,-73.944099
772,773,St Joseph's MC-St Vincents Westchester Division,2,0.546994856198718,0.13858491560516,1133,127 S Broadway,40.989265,-73.710457
773,774,Kings County Hospital Center,4,0.562860238606624,0.0022223902172235,1301,125 Worth Street,40.655823,-73.944099
774,775,Montefiore Mount Vernon Hospital,1,0.572400634083137,0.190986844855543,1061,12 North 7th Avenue,40.912476,-73.840004
775,776,Montefiore New Rochelle Hospital,1,0.575684661367866,0.0459329008171655,1072,16 Guion Place,40.913021,-73.787086
776,777,Woodhull Medical & Mental Health Center,3,0.576079344928178,-0.0655407015005096,1692,125 Worth Street,40.700535,-73.941711
777,778,Hospital for Special Surgery,3,0.578547307532422,0.520684932532683,1447,535 East 70th St,40.765381,-73.954185
778,779,Margaretville Hospital,2,0.578846044230032,-0.400137414090997,170,Route 28,42.147694,-74.643089
779,780,Montefiore New Rochelle Hospital,2,0.579386100525516,0.0609878698883886,1072,16 Guion Place,40.913021,-73.787086
780,781,NYU Langone Hospital-Brooklyn,2,0.581712355237651,0.781238535194141,1304,550 First Avenue,40.646591,-74.020439
781,782,Jacobi Medical Center,2,0.594061283581782,-0.0137756679974589,1165,125 Worth Street,40.857388,-73.846741
782,783,Woodhull Medical & Mental Health Center,2,0.596705703457714,-0.0568337538460052,1692,125 Worth Street,40.700535,-73.941711
783,784,Bellevue Hospital Center,4,0.60354425620995,0.0959852418433205,1438,125 Worth Street,40.739605,-73.976509
784,785,Bronx-Lebanon Hospital Center - Concourse Division,1,0.608113686794256,-0.459265175207527,1178,1276 Fulton Avenue,40.843609,-73.911545
785,786,Harlem Hospital Center,1,0.608868821232668,-0.230949850001654,1445,125 Worth Street,40.81435,-73.940506
786,787,Margaretville Hospital,3,0.6133828229843,-0.397992240807789,170,Route 28,42.147694,-74.643089
787,788,Montefiore Mount Vernon Hospital,3,0.616107365450303,0.20041402893096,1061,12 North 7th Avenue,40.912476,-73.840004
788,789,St Anthony Community Hospital,3,0.616910384007999,0.567740027214055,704,15-19 Maple Avenue,41.260586,-74.357185
789,790,Bronx-Lebanon Hospital Center - Fulton Division,2,0.619399656763287,-0.346364531377959,1164,1276 Fulton Avenue,40.831772,-73.903656
790,791,Hospital for Special Surgery,4,0.619693669656099,0.5295143779417,1447,535 East 70th St,40.765381,-73.954185
791,792,New York Presbyterian Hospital - New York Weill Cornell Center,2,0.628510107727851,0.719123188345834,1458,622 West 168th Street,40.76408,-73.954926
792,793,Mid-Hudson Valley Division of Westchester Medical Center,3,0.639079342970605,0.858473920666527,180,"100 Woods Road, Taylor Pavilion 2nd Floor",41.717392,-73.92942
793,794,NYU Langone Hospitals,4,0.639328974900388,0.599198965409048,1463,550 First Avenue,40.742874,-73.974159
794,795,North Central Bronx Hospital,3,0.643228555436326,0.121556716044306,1186,125 Worth Street,40.880512,-73.881538
795,796,Memorial Hospital for Cancer and Allied Diseases,3,0.645056068779909,0.353982062197547,1453,1275 York Avenue,40.764386,-73.956812
796,797,Westchester Medical Center,1,0.648285503153295,1.46259537439977,1139,"100 Woods Road, Taylor Pavilion 2nd Floor",41.08773,-73.803993
797,798,Bronx-Lebanon Hospital Center - Fulton Division,1,0.651011519100621,-0.335571248302372,1164,1276 Fulton Avenue,40.831772,-73.903656
798,799,Clifton-Fine Hospital,1,0.659167391949196,-0.478787453198502,817,1014 Oswegatchie Trail,44.162724,-75.055809
799,800,Kings County Hospital Center,2,0.660668648830911,0.0734461131255526,1301,125 Worth Street,40.655823,-73.944099
800,801,Memorial Hospital for Cancer and Allied Diseases,2,0.664017331626916,0.356231099359554,1453,1275 York Avenue,40.764386,-73.956812
801,802,Winifred Masterson Burke Rehabilitation Hospital,3,0.666881458286083,0.267936290707546,1046,785 Mamaroneck Avenue,41.015186,-73.75573
802,803,Helen Hayes Hospital,3,0.689318569662036,0.0590800290667829,775,Empire State Plaza,41.213886,-73.986
803,804,New York Presbyterian Hospital - Columbia Presbyterian Center,3,0.691243852408538,0.894680333904817,1464,622 West 168th Street,40.841415,-73.940704
804,805,Bon Secours Community Hospital,1,0.706551165200546,0.880903279786743,708,160 East Main Street,41.367916,-74.682487
805,806,Memorial Hospital for Cancer and Allied Diseases,1,0.714132983935415,0.370414332826717,1453,1275 York Avenue,40.764386,-73.956812
806,807,St Anthony Community Hospital,2,0.743407491269251,0.756887662860016,704,15-19 Maple Avenue,41.260586,-74.357185
807,808,New York Presbyterian Hospital - New York Weill Cornell Center,3,0.751470324452376,0.820884094759104,1458,622 West 168th Street,40.76408,-73.954926
808,809,Harlem Hospital Center,2,0.756047258190136,-0.157703386066079,1445,125 Worth Street,40.81435,-73.940506
809,810,Elmhurst Hospital Center,3,0.764144552911706,0.295133256214505,1626,125 Worth Street,40.74432,-73.885719
810,811,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,1,0.764648621820454,-0.484388663332008,39,191 North Main Street,42.122921,-77.949974
811,812,St Anthony Community Hospital,1,0.765147651966333,0.767317309800026,704,15-19 Maple Avenue,41.260586,-74.357185
812,813,Helen Hayes Hospital,4,0.767614020823971,0.0699074095380683,775,Empire State Plaza,41.213886,-73.986
813,814,Mid-Hudson Valley Division of Westchester Medical Center,1,0.769264418950595,0.977679248993596,180,"100 Woods Road, Taylor Pavilion 2nd Floor",41.717392,-73.92942
814,815,Westchester Medical Center,4,0.806742304685699,1.6400730517363,1139,"100 Woods Road, Taylor Pavilion 2nd Floor",41.08773,-73.803993
815,816,Westchester Medical Center,2,0.806899080951035,1.72991918734824,1139,"100 Woods Road, Taylor Pavilion 2nd Floor",41.08773,-73.803993
816,817,Catskill Regional Medical Center - G. Hermann Site,2,0.814691079952076,-0.0739354822403334,968,Route 97,41.74115,-75.046593
817,818,NYU Langone Hospitals,3,0.823864282363988,0.841096201324841,1463,550 First Avenue,40.742874,-73.974159
818,819,Montefiore Mount Vernon Hospital,2,0.828962628766429,0.39146720708722,1061,12 North 7th Avenue,40.912476,-73.840004
819,820,Brookdale Hospital Medical Center,0,0.833282136416157,0.0946511672002399,1286,One Brookdale Plaza,40.655066,-73.912579
820,821,Jacobi Medical Center,3,0.837653129057277,0.141300720436913,1165,125 Worth Street,40.857388,-73.846741
821,822,Mid-Hudson Valley Division of Westchester Medical Center,2,0.838794029466646,1.08144771953332,180,"100 Woods Road, Taylor Pavilion 2nd Floor",41.717392,-73.92942
822,823,Harlem Hospital Center,3,0.843076438394095,-0.123125978431307,1445,125 Worth Street,40.81435,-73.940506
823,824,Memorial Hospital for Cancer and Allied Diseases,4,0.848648869546077,0.531250723727537,1453,1275 York Avenue,40.764386,-73.956812
824,825,Winifred Masterson Burke Rehabilitation Hospital,1,0.860604219540822,0.3758402153993,1046,785 Mamaroneck Avenue,41.015186,-73.75573
825,826,University Hospital of Brooklyn,1,0.862909464933013,0.0338962968530952,1320,178-50 Linden Blvd,40.654518,-73.945045
826,827,NYU Langone Orthopedic Hospital,2,0.893348523631499,1.1968003580128,1446,550 First Avenue,40.734127,-73.98307
827,828,Mid-Hudson Valley Division of Westchester Medical Center,4,0.908587502775854,1.13705768043705,180,"100 Woods Road, Taylor Pavilion 2nd Floor",41.717392,-73.92942
828,829,New York Presbyterian Hospital - Columbia Presbyterian Center,4,0.916358706969012,0.908746125730624,1464,622 West 168th Street,40.841415,-73.940704
829,830,Kings County Hospital Center,3,0.920010137317325,0.242576578043838,1301,125 Worth Street,40.655823,-73.944099
830,831,Winifred Masterson Burke Rehabilitation Hospital,2,0.92146361623187,0.465188454153276,1046,785 Mamaroneck Avenue,41.015186,-73.75573
831,832,University Hospital of Brooklyn,2,0.948694593703376,0.0754999938322224,1320,178-50 Linden Blvd,40.654518,-73.945045
832,833,Harlem Hospital Center,4,0.963706818798948,-0.05694827635952,1445,125 Worth Street,40.81435,-73.940506
833,834,Westchester Medical Center,3,0.975997963287891,1.89969398376634,1139,"100 Woods Road, Taylor Pavilion 2nd Floor",41.08773,-73.803993
834,835,Helen Hayes Hospital,2,0.994548043063452,0.16003023498451,775,Empire State Plaza,41.213886,-73.986
835,836,Coney Island Hospital,0,1.00949737880007,0.388694292518658,1294,125 Worth Street,40.58662,-73.965797
836,837,Calvary Hospital Inc,3,1.03427746330141,0.409988919578887,1175,1740-70 Eastchester Road,40.847294,-73.844658
837,838,NYU Langone Hospitals,2,1.03475907108213,1.21022297033466,1463,550 First Avenue,40.742874,-73.974159
838,839,New York Presbyterian Hospital - New York Weill Cornell Center,4,1.05238454815341,0.915391525009676,1458,622 West 168th Street,40.76408,-73.954926
839,840,University Hospital of Brooklyn,4,1.12836838376879,0.157021555296641,1320,178-50 Linden Blvd,40.654518,-73.945045
840,841,NYU Langone Hospital-Brooklyn,1,1.14375589966989,1.28843030140339,1304,550 First Avenue,40.646591,-74.020439
841,842,University Hospital of Brooklyn,3,1.18062013838599,0.193764624442932,1320,178-50 Linden Blvd,40.654518,-73.945045
842,843,Helen Hayes Hospital,1,1.24417962552872,0.315992539077381,775,Empire State Plaza,41.213886,-73.986
843,844,Blythedale Childrens Hospital,4,1.25882332974111,1.5629403478279,1138,Bradhurst Avenue,41.076408,-73.798767
844,845,NYU Langone Orthopedic Hospital,4,1.29259569419333,1.41331088365381,1446,550 First Avenue,40.734127,-73.98307
845,846,NYU Langone Orthopedic Hospital,1,1.48238624013024,1.78344227927932,1446,550 First Avenue,40.734127,-73.98307
846,847,Calvary Hospital Inc,2,1.50501191075293,0.777043101905588,1175,1740-70 Eastchester Road,40.847294,-73.844658
847,848,NYU Langone Orthopedic Hospital,3,1.60274447828896,1.89116401860611,1446,550 First Avenue,40.734127,-73.98307
848,849,Lenox Hill Hospital,0,1.7954614349953,3.44409130019097,1450,100 East 77 Street,40.773907,-73.960632
849,850,University Hospital of Brooklyn,0,1.79828303387369,0.465827077122201,1320,178-50 Linden Blvd,40.654518,-73.945045
850,851,Blythedale Childrens Hospital,3,1.89522661746948,2.18014288218903,1138,Bradhurst Avenue,41.076408,-73.798767
851,852,NYU Langone Hospitals,1,1.92776570479477,2.14591309176114,1463,550 First Avenue,40.742874,-73.974159
852,853,Blythedale Childrens Hospital,1,2.1725276510511,2.50250474690317,1138,Bradhurst Avenue,41.076408,-73.798767
853,854,Blythedale Childrens Hospital,2,2.48107698609135,2.74444241514432,1138,Bradhurst Avenue,41.076408,-73.798767
854,855,Henry J. Carter Specialty Hospital,3,5.44919503090041,0.665748683546569,1486,125 Worth Street,40.802979,-73.940811
855,856,Brooklyn Hospital Center - Downtown Campus,0,6.45624002756498,4.23877117266049,1288,121 Dekalb Ave,40.689842,-73.977455
856,857,Henry J. Carter Specialty Hospital,4,8.64327020841784,1.53627799105855,1486,125 Worth Street,40.802979,-73.940811
857,858,Henry J. Carter Specialty Hospital,2,9.57478406380255,1.72528175326642,1486,125 Worth Street,40.802979,-73.940811
